date,region,date_analysis,confirm,temperature,humidity,wind_speed,StringencyIndex_WeightedAverage,GovernmentResponseIndex_WeightedAverage,ContainmentHealthIndex_WeightedAverage,EconomicSupportIndex
2022/4/20,HK,NA,320,21.9,75,15.6,71.3,79.17,79.76,75
2022/4/21,HK,NA,298,23.9,78,11.5,60.19,72.92,72.62,75
2022/4/22,HK,NA,281,24.8,84,9.8,60.19,72.92,72.62,75
2022/4/23,HK,NA,244,26.4,81,4.5,60.19,72.92,72.62,75
2022/4/24,HK,NA,205,27.2,79,8.1,60.19,72.92,72.62,75
2022/4/25,HK,NA,231,27.9,79,13.7,60.19,72.92,72.62,75
2022/4/26,HK,NA,195,27.7,80,10.8,60.19,72.92,72.62,75
2022/4/27,HK,NA,211,28.4,78,8.5,60.19,72.92,72.62,75
2022/4/28,HK,NA,187,28.4,79,10.9,60.19,72.92,72.62,75
2022/4/29,HK,NA,185,28.2,79,9.7,60.19,72.92,72.62,75
2022/4/30,HK,NA,167,25.4,85,28.3,60.19,72.92,72.62,75
2022/5/1,HK,NA,103,20.7,89,41.7,57.91,71.63,71.15,75
2022/5/2,HK,NA,112,18.5,84,32,57.91,71.63,71.15,75
2022/5/3,HK,NA,115,22.3,62,25.2,57.9,71.63,71.15,75
2022/5/4,HK,NA,98,24.6,63,28.5,57.9,71.63,71.14,75
2022/5/5,HK,NA,133,25.2,73,18.7,54.19,69.54,68.76,75
2022/5/6,HK,NA,121,25.5,76,16.6,54.18,69.54,68.76,75
2022/5/7,HK,NA,98,25.4,77,19.6,54.18,69.54,68.76,75
2022/5/8,HK,NA,90,25,70,29.9,54.17,69.54,68.76,75
2022/5/9,HK,NA,96,25.6,75,22.4,54.17,69.54,68.75,75
2022/5/10,HK,NA,121,25.7,88,21.6,54.17,69.53,68.75,75
2022/5/11,HK,NA,109,25,95,26.5,54.17,69.53,68.75,75
2022/5/12,HK,NA,97,25.8,91,29.8,54.17,69.53,68.75,75
2022/5/13,HK,NA,113,25.5,92,23.4,54.16,69.53,68.75,75
2022/5/14,HK,NA,92,24.6,93,23.2,54.16,69.53,68.75,75
2022/5/15,HK,NA,87,22.6,91,42.5,54.16,69.53,68.75,75
2022/5/16,HK,NA,74,20,85,30.3,50.46,67.45,66.36,75
2022/5/17,HK,NA,133,22.4,72,24.3,50.46,67.45,66.36,75
2022/5/18,HK,NA,108,23.9,52,36,50.45,67.44,66.36,75
2022/5/19,HK,NA,82,25.8,64,22.6,47.35,65.69,64.37,75
2022/5/20,HK,NA,81,26.9,76,11,47.35,65.69,64.36,75
2022/5/21,HK,NA,89,26.9,78,11,47.34,65.69,64.36,75
2022/5/22,HK,NA,76,25,83,36.7,47.34,65.68,64.36,75
2022/5/23,HK,NA,69,24,90,38.8,47.33,65.68,64.35,75
2022/5/24,HK,NA,61,24.4,93,33.9,47.33,59.43,64.35,25
2022/5/25,HK,NA,21,25.3,91,19.2,47.32,59.43,64.35,25
2022/5/26,HK,NA,31,26.7,88,11.2,47.32,59.42,64.35,25
2022/5/27,HK,NA,22,27.4,89,18.5,47.31,59.42,64.34,25
2022/5/28,HK,NA,24,28.7,81,16,47.31,59.42,64.34,25
2022/5/29,HK,NA,30,29.1,79,16.2,47.31,59.42,64.34,25
2022/5/30,HK,NA,40,29.2,78,11.8,47.3,59.41,64.33,25
2022/5/31,HK,NA,25,28.2,82,11.5,47.3,59.41,64.33,25
2022/6/1,HK,NA,22,28.7,81,17.7,47.29,59.41,64.33,25
2022/6/2,HK,NA,49,28.8,80,23.9,47.29,59.41,64.33,25
2022/6/3,HK,NA,42,29.2,81,29.8,47.28,59.4,64.32,25
2022/6/4,HK,NA,49,29.6,78,33.3,47.28,59.4,64.32,25
2022/6/5,HK,NA,31,29.6,78,32.5,47.28,59.4,64.32,25
2022/6/6,HK,NA,65,28.9,83,27,47.27,59.4,64.32,25
2022/6/7,HK,NA,45,27.4,86,20.8,47.27,59.4,64.31,25
2022/6/8,HK,NA,41,25.8,93,17.8,47.27,59.4,64.31,25
2022/6/9,HK,NA,272,26.3,90,16.3,47.27,59.39,64.31,25
2022/6/10,HK,NA,244,26.1,92,18.3,47.26,59.39,64.31,25
2022/6/11,HK,NA,297,26.8,89,17.4,47.26,59.39,64.31,25
2022/6/12,HK,NA,277,28.4,84,27.5,47.25,59.39,64.3,25
2022/6/13,HK,NA,226,28.9,80,30.6,47.25,59.38,64.3,25
2022/6/14,HK,NA,348,27.4,87,24.8,47.25,59.38,64.3,25
2022/6/15,HK,NA,477,26.7,88,8,47.24,59.38,64.3,25
2022/6/16,HK,NA,423,27.6,84,15.5,47.24,59.38,64.29,25
2022/6/17,HK,NA,379,29,79,26.3,47.23,59.38,64.29,25
2022/6/18,HK,NA,436,28.8,81,27.3,47.23,59.37,64.29,25
2022/6/19,HK,NA,416,29.3,81,28,47.23,59.37,64.29,25
2022/6/20,HK,NA,435,29.2,80,29.5,47.22,59.37,64.28,25
2022/6/21,HK,NA,429,29.4,80,23.7,47.22,59.37,64.28,25
2022/6/22,HK,NA,583,29.5,78,14.7,47.22,59.37,64.28,25
2022/6/23,HK,NA,559,30,74,12.4,47.21,59.37,64.28,25
2022/6/24,HK,NA,610,30,73,10.7,47.21,59.36,64.28,25
2022/6/25,HK,NA,620,29.6,74,15,47.21,59.36,64.27,25
2022/6/26,HK,NA,642,30,74,11.9,47.21,59.36,64.27,25
2022/6/27,HK,NA,609,30.1,73,11.6,47.2,59.36,64.27,25
2022/6/28,HK,NA,603,30.6,71,7.8,47.2,59.36,64.27,25
2022/6/29,HK,NA,788,30.2,78,21.4,47.2,59.36,64.27,25
2022/6/30,HK,NA,823,27.5,89,31.9,47.19,59.35,64.27,25
2022/7/1,HK,NA,761,27.2,85,59.3,47.19,59.35,64.27,25
2022/7/2,HK,NA,714,26.9,89,57.8,47.19,59.35,64.27,25
2022/7/3,HK,NA,437,29,82,47.9,47.19,59.35,64.26,25
2022/7/4,HK,NA,276,28.8,83,44.8,47.19,59.35,64.26,25
2022/7/5,HK,NA,771,29,82,34.8,47.19,59.35,64.26,25
2022/7/6,HK,NA,1021,28.8,81,22.5,47.19,59.35,64.26,25
2022/7/7,HK,NA,948,28.7,86,19.6,47.18,59.35,64.26,25
2022/7/8,HK,NA,1035,30,79,17,47.18,59.35,64.26,25
2022/7/9,HK,NA,1104,29.9,81,23.8,47.18,59.34,64.26,25
2022/7/10,HK,NA,1194,30.5,77,13.7,47.18,59.34,64.25,25
2022/7/11,HK,NA,1066,30.9,73,9.2,47.17,59.34,64.25,25
2022/7/12,HK,NA,1103,31.1,72,10.2,47.17,59.34,64.25,25
2022/7/13,HK,NA,1414,31,71,11.9,47.17,59.34,64.25,25
2022/7/14,HK,NA,1365,30.4,75,11.3,47.17,59.34,64.25,25
2022/7/15,HK,NA,1393,30.4,77,16.2,47.17,59.34,64.25,25
2022/7/16,HK,NA,1408,30.5,77,31.3,47.16,59.34,64.25,25
2022/7/17,HK,NA,1313,30.5,76,33.1,47.16,59.34,64.25,25
2022/7/18,HK,NA,1185,30.4,78,25.5,47.16,60.9,62.45,50
2022/7/19,HK,NA,1217,30.8,75,19.5,47.16,60.9,62.45,50
2022/7/20,HK,NA,1515,30.8,76,22,47.16,60.9,62.45,50
2022/7/21,HK,NA,1496,30.9,74,12.9,47.16,60.9,62.45,50
2022/7/22,HK,NA,1522,31.2,72,11.7,47.15,60.9,62.45,50
2022/7/23,HK,NA,1387,31.4,74,18.7,47.15,60.9,62.45,50
2022/7/24,HK,NA,1564,32,72,18.3,47.15,60.9,62.45,50
2022/7/25,HK,NA,1449,32,74,15.9,47.15,60.9,62.45,50
2022/7/26,HK,NA,1595,31.2,71,12.8,47.15,60.9,62.45,50
2022/7/27,HK,NA,1763,31,69,16.9,47.15,60.9,62.45,50
2022/7/28,HK,NA,1786,31.2,73,17.3,47.15,60.9,62.44,50
2022/7/29,HK,NA,1751,31.7,74,14.9,47.14,60.89,62.44,50
2022/7/30,HK,NA,1557,29.5,81,8.8,47.14,60.89,62.44,50
2022/7/31,HK,NA,1590,30.8,76,16,47.14,60.89,62.44,50
2022/8/1,HK,NA,1486,31.4,69,12.7,47.14,60.89,62.44,50
2022/8/2,HK,NA,1430,31.1,70,10.7,47.14,60.89,62.44,50
2022/8/3,HK,NA,1711,28.2,82,14.5,47.14,60.89,62.44,50
2022/8/4,HK,NA,1708,27.1,86,19.6,47.14,60.89,62.44,50
2022/8/5,HK,NA,1422,26.1,94,15.1,47.13,60.89,62.44,50
2022/8/6,HK,NA,1468,27.9,89,18.5,47.13,60.89,62.44,50
2022/8/7,HK,NA,1410,29.6,82,27.3,47.13,60.89,62.43,50
2022/8/8,HK,NA,1428,28.3,87,27.9,47.13,60.89,62.43,50
2022/8/9,HK,NA,1439,26.7,88,50.9,47.13,60.88,62.43,50
2022/8/10,HK,NA,1716,27.4,90,44.4,47.13,60.88,62.43,50
2022/8/11,HK,NA,1289,26.7,90,25.8,47.12,60.88,62.43,50
2022/8/12,HK,NA,1263,26.1,93,14.3,47.12,60.88,62.43,50
2022/8/13,HK,NA,1839,28.7,81,6.2,47.12,60.88,62.43,50
2022/8/14,HK,NA,1534,29.5,78,4.7,47.12,60.88,62.43,50
2022/8/15,HK,NA,1594,30,78,5.8,47.12,60.88,62.43,50
2022/8/16,HK,NA,1734,29.4,82,16.4,47.12,60.88,62.42,50
2022/8/17,HK,NA,2167,28.2,86,18.1,47.11,60.88,62.42,50
2022/8/18,HK,NA,2184,28.1,87,10.8,47.11,60.88,62.42,50
2022/8/19,HK,NA,2167,28.3,85,16.1,47.11,60.87,62.42,50
2022/8/20,HK,NA,2093,28.2,83,30.6,47.11,60.87,62.42,50
2022/8/21,HK,NA,2239,29,84,18.6,47.11,60.87,62.42,50
2022/8/22,HK,NA,2236,30.1,77,18.1,47.1,60.87,62.42,50
2022/8/23,HK,NA,2192,31.1,77,11.6,47.1,60.87,62.42,50
2022/8/24,HK,NA,2934,30.8,73,36.5,47.1,60.87,62.41,50
2022/8/25,HK,NA,2960,27.2,85,39.6,47.1,60.87,62.41,50
2022/8/26,HK,NA,2208,29.4,80,13.8,47.09,60.87,62.41,50
2022/8/27,HK,NA,1816,29.7,78,14.8,47.09,60.86,62.41,50
2022/8/28,HK,NA,2930,30.5,80,12.1,47.09,60.86,62.41,50
2022/8/29,HK,NA,2525,30.1,78,10.3,47.08,60.86,62.4,50
2022/8/30,HK,NA,2662,29.5,80,4.9,47.08,60.86,62.4,50
2022/8/31,HK,NA,3054,29.7,80,4.7,47.08,60.86,62.4,50
2022/9/1,HK,NA,3091,29.4,78,9.5,47.08,60.86,62.4,50
2022/9/2,HK,NA,2818,29.5,63,24.8,47.07,60.85,62.4,50
2022/9/3,HK,NA,3051,30,54,18.3,47.07,60.85,62.39,50
2022/9/4,HK,NA,2937,30.8,55,13.7,47.06,60.85,62.39,50
2022/9/5,HK,NA,2682,31.1,52,11.7,47.06,60.85,62.39,50
2022/9/6,HK,NA,2418,30.8,61,11,47.06,60.85,62.39,50
2022/9/7,HK,NA,2918,28.4,81,35.5,47.05,60.84,62.39,50
2022/9/8,HK,NA,2825,29.5,70,22.8,47.05,60.84,62.38,50
2022/9/9,HK,NA,2629,29.6,55,10.6,47.05,60.84,62.38,50
2022/9/10,HK,NA,2277,28.9,76,11,48.89,61.88,63.58,50
2022/9/11,HK,NA,2236,29.4,78,13.2,48.89,61.87,63.57,50
2022/9/12,HK,NA,1876,30.8,66,10.3,48.89,61.87,63.57,50
2022/9/13,HK,NA,1934,31.7,56,12.8,48.88,61.87,63.57,50
2022/9/14,HK,NA,2139,31.7,46,18.1,48.88,61.87,63.57,50
2022/9/15,HK,NA,2323,31.3,52,9.4,48.88,61.87,63.57,50
2022/9/16,HK,NA,2185,30.8,63,7.9,48.87,61.86,63.56,50
2022/9/17,HK,NA,1878,31.1,69,12.1,48.87,61.86,63.56,50
2022/9/18,HK,NA,1750,30.1,77,21.2,48.86,61.86,63.56,50
2022/9/19,HK,NA,1479,28.8,77,13.8,48.86,61.86,63.56,50
2022/9/20,HK,NA,1348,28.9,79,26.6,48.86,61.86,63.55,50
2022/9/21,HK,NA,1586,28.1,72,35.3,48.86,61.86,63.55,50
2022/9/22,HK,NA,1466,28.5,73,24.8,48.85,61.86,63.55,50
2022/9/23,HK,NA,1315,28.5,77,16,48.85,61.85,63.55,50
2022/9/24,HK,NA,1168,28.3,71,35.7,48.85,61.85,63.55,50
2022/9/25,HK,NA,1084,28.8,71,22.9,48.85,61.85,63.55,50
2022/9/26,HK,NA,1002,29.4,70,30.8,48.84,61.85,63.55,50
2022/9/27,HK,NA,937,29.2,72,49.7,48.84,61.85,63.54,50
2022/9/28,HK,NA,1089,28.8,73,49.1,48.84,61.85,63.54,50
2022/9/29,HK,NA,1024,28,81,38.6,48.84,61.85,63.54,50
2022/9/30,HK,NA,1032,26.4,91,28.8,48.83,61.84,63.54,50
2022/10/1,HK,NA,914,27.7,86,27.9,48.83,61.84,63.54,50
2022/10/2,HK,NA,864,28.9,81,30.2,48.83,61.84,63.54,50
2022/10/3,HK,NA,858,29.5,76,16.9,48.83,61.84,63.53,50
2022/10/4,HK,NA,878,29.4,76,9.3,48.83,61.84,63.53,50
2022/10/5,HK,NA,1091,29.1,75,26,48.82,61.84,63.53,50
2022/10/6,HK,NA,1075,28.9,74,33.2,48.82,61.84,63.53,50
2022/10/7,HK,NA,1046,28.3,77,31.7,48.82,61.84,63.53,50
2022/10/8,HK,NA,1114,27.7,71,30.7,48.82,61.84,63.53,50
2022/10/9,HK,NA,1195,27.1,71,32,48.82,61.84,63.53,50
2022/10/10,HK,NA,1172,24,51,43.6,48.82,61.83,63.53,50
2022/10/11,HK,NA,1006,24.1,48,24.3,48.82,61.83,63.53,50
2022/10/12,HK,NA,1377,25.2,50,23.5,48.82,61.83,63.53,50
2022/10/13,HK,NA,1276,26,60,26.2,48.81,61.83,63.53,50
2022/10/14,HK,NA,1256,26.9,66,29,48.81,61.83,63.53,50
2022/10/15,HK,NA,1312,27.5,53,21.3,48.81,61.83,63.52,50
2022/10/16,HK,NA,1454,28.3,46,39.1,48.81,61.83,63.52,50
2022/10/17,HK,NA,1344,27.2,45,53.8,48.81,61.83,63.52,50
2022/10/18,HK,NA,1128,20.9,67,49.8,48.81,61.83,63.52,50
2022/10/19,HK,NA,1252,23,54,46.8,48.81,61.83,63.52,50
2022/10/20,HK,NA,931,24.3,64,48.5,40.47,57.14,58.16,50
2022/10/21,HK,NA,1183,25.2,68,31.9,40.47,57.14,58.16,50
2022/10/22,HK,NA,1626,26.6,67,11.9,40.47,57.14,58.16,50
2022/10/23,HK,NA,1350,26.5,71,23,40.46,57.14,58.16,50
2022/10/24,HK,NA,1297,25.2,68,45.5,40.46,57.14,58.16,50
2022/10/25,HK,NA,1183,23.8,63,51,40.46,57.14,58.16,50
2022/10/26,HK,NA,1528,23.9,66,34.3,40.46,57.14,58.16,50
2022/10/27,HK,NA,1472,24.6,70,25.8,40.46,57.14,58.16,50
2022/10/28,HK,NA,1482,25.5,68,24.8,40.46,57.14,58.16,50
2022/10/29,HK,NA,1244,25.7,65,18.3,40.46,57.14,58.16,50
2022/10/30,HK,NA,1271,25.4,57,30.9,42.32,61.3,59.35,75
2022/10/31,HK,NA,1152,25.4,50,49.8,42.32,61.3,59.35,75
2022/11/1,HK,NA,1052,22,64,57.7,42.32,61.3,59.35,75
2022/11/2,HK,NA,1223,20.2,86,56.7,42.32,61.3,59.35,75
2022/11/3,HK,NA,1048,22.1,93,29.3,42.32,61.3,59.35,75
2022/11/4,HK,NA,590,22.6,87,47.5,42.31,61.3,59.34,75
2022/11/5,HK,NA,1213,21.5,79,36.6,42.31,61.3,59.34,75
2022/11/6,HK,NA,1002,20.8,84,29.3,42.31,61.3,59.34,75
2022/11/7,HK,NA,1069,21.5,85,19.8,42.31,61.3,59.34,75
2022/11/8,HK,NA,948,22.4,85,28.4,42.31,61.3,59.34,75
2022/11/9,HK,NA,1311,23.8,77,18.4,42.31,61.3,59.34,75
2022/11/10,HK,NA,1185,24.8,78,14.3,42.31,61.3,59.34,75
2022/11/11,HK,NA,1210,25,77,20,42.31,61.3,59.34,75
2022/11/12,HK,NA,1266,24.6,79,17.1,42.31,61.3,59.34,75
2022/11/13,HK,NA,1385,24.8,81,14.8,42.31,61.3,59.34,75
2022/11/14,HK,NA,1254,24.1,79,31.9,42.31,61.3,59.34,75
2022/11/15,HK,NA,1226,24.3,78,24,42.31,61.3,59.34,75
2022/11/16,HK,NA,1638,24.1,80,31.4,42.31,61.3,59.34,75
2022/11/17,HK,NA,1720,24.5,80,20.3,42.31,61.3,59.34,75
2022/11/18,HK,NA,1632,24.6,80,21.9,42.31,61.3,59.34,75
2022/11/19,HK,NA,1487,25.1,77,19.7,42.31,61.3,59.34,75
2022/11/20,HK,NA,1544,24.7,78,24.2,42.31,61.3,59.34,75
2022/11/21,HK,NA,1384,23.9,78,41.5,42.31,61.3,59.34,75
2022/11/22,HK,NA,1489,23.4,86,37.2,42.31,61.3,59.34,75
2022/11/23,HK,NA,1825,23.4,91,32.6,42.31,61.3,59.34,75
2022/11/24,HK,NA,1775,21.8,93,38.8,42.31,61.3,59.34,75
2022/11/25,HK,NA,1657,22.3,92,25.6,42.31,61.3,59.34,75
2022/11/26,HK,NA,1614,22.7,88,20.7,42.31,61.3,59.34,75
2022/11/27,HK,NA,1571,23.1,90,25.9,42.31,61.3,59.34,75
2022/11/28,HK,NA,1489,25.6,88,10.5,42.31,61.3,59.34,75
2022/11/29,HK,NA,1555,25.5,85,10.7,42.31,61.3,59.34,75
2022/11/30,HK,NA,2014,22.8,82,23.4,42.31,61.3,59.34,75
2022/12/1,HK,NA,1930,16.5,72,31.9,42.31,61.3,59.34,75
2022/12/2,HK,NA,1939,16.5,69,25,42.31,61.3,59.34,75
2022/12/3,HK,NA,1917,19.2,73,15.3,42.31,61.3,59.34,75
2022/12/4,HK,NA,2016,21.2,74,19,42.31,61.3,59.34,75
2022/12/5,HK,NA,1977,17.9,66,32.3,42.31,61.3,59.34,75
2022/12/6,HK,NA,2357,17.1,68,23.5,42.31,61.3,59.34,75
2022/12/7,HK,NA,3197,18.7,68,22.6,42.31,61.3,59.34,75
2022/12/8,HK,NA,3001,19.9,72,16.3,42.31,61.3,59.34,75
2022/12/9,HK,NA,2986,19.6,67,21.3,42.31,61.3,59.34,75
2022/12/10,HK,NA,3036,18.4,61,27.7,42.31,61.3,59.34,75
2022/12/11,HK,NA,2950,16.7,60,34,42.31,61.3,59.34,75
2022/12/12,HK,NA,2747,16.2,61,38.1,42.31,61.3,59.34,75
2022/12/13,HK,NA,2545,14.5,71,29.8,42.31,61.3,59.34,75
2022/12/14,HK,NA,3256,12.5,91,33.3,42.31,61.3,59.34,75
2022/12/15,HK,NA,3000,14.6,91,24.3,42.31,61.3,59.34,75
2022/12/16,HK,NA,2872,16.9,90,27.4,42.31,61.3,59.34,75
2022/12/17,HK,NA,2797,13.2,60,61.2,42.31,61.3,59.34,75
2022/12/18,HK,NA,3009,11.8,30,41.9,42.31,61.3,59.34,75
2022/12/19,HK,NA,2665,13.7,50,29.2,42.31,61.3,59.34,75
2022/12/20,HK,NA,2710,16.8,71,31.4,42.31,61.3,59.34,75
2022/12/21,HK,NA,3821,17.5,46,27,42.31,61.3,59.34,75
2022/12/22,HK,NA,4000,17.2,35,22.6,42.31,61.3,59.34,75
2022/12/23,HK,NA,4475,17.1,40,23.1,42.31,61.3,59.34,75
2022/12/24,HK,NA,4147,16.9,49,22.4,42.31,61.3,59.34,75
2022/12/25,HK,NA,3928,16.2,59,31,42.31,61.3,59.34,75
2022/12/26,HK,NA,3607,16.3,65,29.4,42.31,61.3,59.34,75
2022/12/27,HK,NA,3787,16.9,70,35.1,42.31,61.3,59.34,75
2022/12/28,HK,NA,4101,17.7,68,27.7,42.31,61.3,59.34,75
2022/12/29,HK,NA,4360,16.8,60,26.3,42.31,61.3,59.34,75
2022/12/30,HK,NA,4839,15,62,30.1,42.31,61.3,59.34,75
2022/12/31,HK,NA,4183,15.6,64,26.1,42.31,61.3,59.34,75